id,Driver,Compound,Race,Year,PitStop,LapNumber,Stint,TyreLife,Position,LapTime (s),LapTime_Delta,Cumulative_Degradation,RaceProgress,Position_Change,PitNextLap
0,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,1.0,1.0,1.0,17.0,101.738,0.0,0.0,0.0172413793103448,0.0,0
1,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,2.0,1.0,2.0,16.0,93.227,-8.510999999999996,-8.510999999999996,0.0344827586206896,1.0,0
2,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,3.0,1.0,3.0,16.0,92.356,-0.8710000000000093,-9.382000000000003,0.0517241379310344,0.0,0
3,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,4.0,1.0,4.0,16.0,93.137,0.7810000000000059,-8.600999999999999,0.0689655172413793,0.0,0
4,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,5.0,1.0,5.0,15.0,92.652,-0.4849999999999994,-9.086,0.0862068965517241,1.0,0
5,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,6.0,1.0,6.0,15.0,92.302,-0.3499999999999943,-9.435999999999993,0.1034482758620689,0.0,0
6,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,7.0,1.0,7.0,15.0,91.987,-0.3150000000000119,-9.751000000000005,0.1206896551724138,0.0,0
7,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,8.0,1.0,8.0,15.0,92.303,0.3160000000000025,-9.435000000000002,0.1379310344827586,0.0,0
8,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,9.0,1.0,9.0,15.0,92.406,0.1030000000000086,-9.331999999999994,0.1551724137931034,0.0,0
9,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,10.0,1.0,10.0,15.0,92.55,0.1439999999999912,-9.188000000000002,0.1724137931034483,0.0,0
10,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,11.0,1.0,11.0,15.0,93.387,0.8370000000000033,-8.350999999999999,0.1896551724137931,0.0,0
11,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,12.0,1.0,12.0,16.0,95.463,2.0759999999999934,-6.275000000000006,0.2068965517241379,-1.0,1
12,ALB,HARD,Abu Dhabi Grand Prix,2022,1,13.0,2.0,1.0,20.0,111.113,0.0,0.0,0.2241379310344827,-4.0,0
13,ALB,HARD,Abu Dhabi Grand Prix,2022,0,14.0,2.0,2.0,20.0,90.982,-20.131,-20.131,0.2413793103448276,0.0,0
14,ALB,HARD,Abu Dhabi Grand Prix,2022,0,15.0,2.0,3.0,18.0,91.43,0.4480000000000075,-19.682999999999996,0.2586206896551724,2.0,0
15,ALB,HARD,Abu Dhabi Grand Prix,2022,0,16.0,2.0,4.0,16.0,91.585,0.1549999999999869,-19.52800000000001,0.2758620689655172,2.0,0
16,ALB,HARD,Abu Dhabi Grand Prix,2022,0,17.0,2.0,5.0,16.0,91.496,-0.0889999999999986,-19.617000000000004,0.293103448275862,0.0,0
17,ALB,HARD,Abu Dhabi Grand Prix,2022,0,18.0,2.0,6.0,16.0,91.836,0.3400000000000034,-19.277,0.3103448275862069,0.0,0
18,ALB,HARD,Abu Dhabi Grand Prix,2022,0,19.0,2.0,7.0,16.0,91.691,-0.144999999999996,-19.422,0.3275862068965517,0.0,0
19,ALB,HARD,Abu Dhabi Grand Prix,2022,0,20.0,2.0,8.0,15.0,91.835,0.1439999999999912,-19.27800000000001,0.3448275862068966,1.0,0
20,ALB,HARD,Abu Dhabi Grand Prix,2022,0,21.0,2.0,9.0,15.0,91.929,0.0940000000000083,-19.184,0.3620689655172414,0.0,0
21,ALB,HARD,Abu Dhabi Grand Prix,2022,0,22.0,2.0,10.0,15.0,91.975,0.0459999999999922,-19.138000000000005,0.3793103448275862,0.0,0
22,ALB,HARD,Abu Dhabi Grand Prix,2022,0,23.0,2.0,11.0,14.0,91.717,-0.2579999999999955,-19.396,0.396551724137931,1.0,0
23,ALB,HARD,Abu Dhabi Grand Prix,2022,0,24.0,2.0,12.0,14.0,91.918,0.2010000000000076,-19.194999999999997,0.4137931034482758,0.0,0
24,ALB,HARD,Abu Dhabi Grand Prix,2022,0,25.0,2.0,13.0,13.0,91.61,-0.3080000000000069,-19.503,0.4310344827586206,1.0,0
25,ALB,HARD,Abu Dhabi Grand Prix,2022,0,26.0,2.0,14.0,12.0,91.631,0.0210000000000007,-19.482,0.4482758620689655,1.0,0
26,ALB,HARD,Abu Dhabi Grand Prix,2022,0,27.0,2.0,15.0,12.0,91.624,-0.007000000000005,-19.489000000000004,0.4655172413793103,0.0,0
27,ALB,HARD,Abu Dhabi Grand Prix,2022,0,28.0,2.0,16.0,11.0,91.521,-0.1029999999999944,-19.592,0.4827586206896552,1.0,0
28,ALB,HARD,Abu Dhabi Grand Prix,2022,0,29.0,2.0,17.0,11.0,91.487,-0.034000000000006,-19.626000000000005,0.5,0.0,0
29,ALB,HARD,Abu Dhabi Grand Prix,2022,0,30.0,2.0,18.0,11.0,91.451,-0.0360000000000013,-19.66200000000001,0.5172413793103449,0.0,0
30,ALB,HARD,Abu Dhabi Grand Prix,2022,0,31.0,2.0,19.0,11.0,91.587,0.1360000000000099,-19.526,0.5344827586206896,0.0,0
31,ALB,HARD,Abu Dhabi Grand Prix,2022,0,32.0,2.0,20.0,11.0,91.496,-0.0910000000000081,-19.617000000000004,0.5517241379310345,0.0,0
32,ALB,HARD,Abu Dhabi Grand Prix,2022,0,33.0,2.0,21.0,11.0,91.55,0.054000000000002,-19.563,0.5689655172413793,0.0,0
33,ALB,HARD,Abu Dhabi Grand Prix,2022,0,34.0,2.0,22.0,11.0,91.509,-0.0409999999999968,-19.604,0.5862068965517241,0.0,0
34,ALB,HARD,Abu Dhabi Grand Prix,2022,0,35.0,2.0,23.0,12.0,94.033,2.524000000000001,-17.08,0.603448275862069,-1.0,1
35,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,1,36.0,3.0,1.0,15.0,111.369,0.0,0.0,0.6206896551724138,-3.0,0
36,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,37.0,3.0,2.0,15.0,90.09,-21.279,-21.279,0.6379310344827587,0.0,0
37,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,38.0,3.0,3.0,15.0,89.974,-0.1159999999999996,-21.395,0.6551724137931034,0.0,0
38,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,39.0,3.0,4.0,15.0,90.023,0.0489999999999923,-21.346000000000004,0.6724137931034483,0.0,0
39,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,40.0,3.0,5.0,15.0,89.939,-0.0840000000000031,-21.430000000000007,0.6896551724137931,0.0,0
40,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,41.0,3.0,6.0,15.0,90.139,0.2000000000000028,-21.230000000000004,0.7068965517241379,0.0,0
41,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,42.0,3.0,7.0,15.0,90.378,0.2390000000000043,-20.991,0.7241379310344828,0.0,0
42,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,43.0,3.0,8.0,15.0,90.241,-0.1370000000000004,-21.128,0.7413793103448276,0.0,0
43,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,44.0,3.0,9.0,15.0,90.218,-0.0229999999999961,-21.151,0.7586206896551724,0.0,0
44,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,45.0,3.0,10.0,14.0,90.76,0.5420000000000016,-20.608999999999995,0.7758620689655172,1.0,0
45,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,46.0,3.0,11.0,13.0,90.896,0.1359999999999956,-20.473,0.7931034482758621,1.0,0
46,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,47.0,3.0,12.0,13.0,90.976,0.0799999999999983,-20.393,0.8103448275862069,0.0,0
47,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,48.0,3.0,13.0,13.0,91.124,0.1479999999999961,-20.245000000000005,0.8275862068965517,0.0,0
48,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,49.0,3.0,14.0,13.0,91.795,0.6710000000000065,-19.574,0.8448275862068966,0.0,0
49,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,50.0,3.0,15.0,13.0,91.925,0.1299999999999954,-19.444000000000003,0.8620689655172413,0.0,0
50,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,51.0,3.0,16.0,13.0,92.564,0.6389999999999958,-18.805000000000007,0.8793103448275862,0.0,0
51,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,52.0,3.0,17.0,13.0,93.467,0.9030000000000058,-17.902,0.896551724137931,0.0,0
52,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,53.0,3.0,18.0,13.0,92.523,-0.9440000000000026,-18.846000000000004,0.913793103448276,0.0,0
53,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,54.0,3.0,19.0,13.0,92.825,0.3020000000000067,-18.544,0.9310344827586208,0.0,0
54,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,55.0,3.0,20.0,13.0,95.096,2.271000000000001,-16.272999999999996,0.9482758620689656,0.0,0
55,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,56.0,3.0,21.0,12.0,93.126,-1.9699999999999989,-18.242999999999995,0.9655172413793104,1.0,0
56,ALB,MEDIUM,Abu Dhabi Grand Prix,2022,0,57.0,3.0,22.0,13.0,93.882,0.7560000000000002,-17.486999999999995,0.9827586206896552,-1.0,0
57,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,1.0,1.0,1.0,10.0,98.193,0.0,0.0,0.0172413793103448,0.0,0
58,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,2.0,1.0,2.0,10.0,92.329,-5.864000000000004,-5.864000000000004,0.0344827586206896,0.0,0
59,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,3.0,1.0,3.0,10.0,91.539,-0.789999999999992,-6.653999999999996,0.0517241379310344,0.0,0
60,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,4.0,1.0,4.0,10.0,91.618,0.0789999999999935,-6.575000000000003,0.0689655172413793,0.0,0
61,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,5.0,1.0,5.0,10.0,91.638,0.0200000000000102,-6.554999999999993,0.0862068965517241,0.0,0
62,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,6.0,1.0,6.0,10.0,92.035,0.3969999999999913,-6.158000000000001,0.1034482758620689,0.0,0
63,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,7.0,1.0,7.0,10.0,91.836,-0.198999999999998,-6.356999999999999,0.1206896551724138,0.0,0
64,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,8.0,1.0,8.0,10.0,92.527,0.6910000000000025,-5.665999999999997,0.1379310344827586,0.0,0
65,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,9.0,1.0,9.0,10.0,92.452,-0.0750000000000028,-5.741,0.1551724137931034,0.0,0
66,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,10.0,1.0,10.0,10.0,92.562,0.1099999999999994,-5.631,0.1724137931034483,0.0,0
67,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,11.0,1.0,11.0,10.0,92.651,0.0889999999999986,-5.542000000000002,0.1896551724137931,0.0,0
68,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,12.0,1.0,12.0,10.0,92.427,-0.2239999999999895,-5.765999999999991,0.2068965517241379,0.0,0
69,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,13.0,1.0,13.0,10.0,92.566,0.1389999999999958,-5.626999999999995,0.2241379310344827,0.0,0
70,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,14.0,1.0,14.0,9.0,92.892,0.3259999999999934,-5.301000000000002,0.2413793103448276,1.0,0
71,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,15.0,1.0,15.0,9.0,92.227,-0.664999999999992,-5.965999999999994,0.2586206896551724,0.0,0
72,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,16.0,1.0,16.0,7.0,93.788,1.5609999999999928,-4.405000000000001,0.2758620689655172,2.0,0
73,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,17.0,1.0,17.0,7.0,92.439,-1.3490000000000038,-5.754000000000005,0.293103448275862,0.0,0
74,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,18.0,1.0,18.0,6.0,92.541,0.1020000000000038,-5.652000000000001,0.3103448275862069,1.0,0
75,ALO,MEDIUM,Abu Dhabi Grand Prix,2022,0,19.0,1.0,19.0,7.0,94.941,2.4000000000000057,-3.251999999999996,0.3275862068965517,-1.0,1
76,ALO,HARD,Abu Dhabi Grand Prix,2022,1,20.0,2.0,1.0,14.0,110.604,0.0,0.0,0.3448275862068966,-7.0,0
77,ALO,HARD,Abu Dhabi Grand Prix,2022,0,21.0,2.0,2.0,14.0,91.273,-19.331000000000003,-19.331000000000003,0.3620689655172414,0.0,0
78,ALO,HARD,Abu Dhabi Grand Prix,2022,0,22.0,2.0,3.0,13.0,91.148,-0.125,-19.456000000000003,0.3793103448275862,1.0,0
79,ALO,HARD,Abu Dhabi Grand Prix,2022,0,23.0,2.0,4.0,12.0,91.819,0.6710000000000065,-18.785,0.396551724137931,1.0,0
80,ALO,HARD,Abu Dhabi Grand Prix,2022,0,24.0,2.0,5.0,11.0,90.579,-1.240000000000009,-20.02500000000001,0.4137931034482758,1.0,0
81,ALO,HARD,Abu Dhabi Grand Prix,2022,0,25.0,2.0,6.0,11.0,91.065,0.4860000000000042,-19.539,0.4310344827586206,0.0,0
82,ALO,HARD,Abu Dhabi Grand Prix,2022,0,26.0,2.0,7.0,10.0,90.688,-0.3769999999999953,-19.916,0.4482758620689655,1.0,0
83,ALO,HARD,Abu Dhabi Grand Prix,2022,0,27.0,2.0,8.0,10.0,93.178,2.489999999999995,-17.426000000000002,0.4655172413793103,0.0,1
84,BOT,HARD,Abu Dhabi Grand Prix,2022,0,1.0,1.0,1.0,20.0,102.988,0.0,0.0,0.0172413793103448,0.0,0
85,BOT,HARD,Abu Dhabi Grand Prix,2022,0,2.0,1.0,2.0,20.0,94.636,-8.352000000000004,-8.352000000000004,0.0344827586206896,0.0,0
86,BOT,HARD,Abu Dhabi Grand Prix,2022,0,3.0,1.0,3.0,20.0,93.43,-1.2059999999999889,-9.557999999999993,0.0517241379310344,0.0,0
87,BOT,HARD,Abu Dhabi Grand Prix,2022,0,4.0,1.0,4.0,20.0,92.662,-0.7680000000000007,-10.325999999999992,0.0689655172413793,0.0,0
88,BOT,HARD,Abu Dhabi Grand Prix,2022,0,5.0,1.0,5.0,20.0,92.873,0.2109999999999985,-10.114999999999997,0.0862068965517241,0.0,0
89,BOT,HARD,Abu Dhabi Grand Prix,2022,0,6.0,1.0,6.0,20.0,93.085,0.211999999999989,-9.903000000000006,0.1034482758620689,0.0,0
90,BOT,HARD,Abu Dhabi Grand Prix,2022,0,7.0,1.0,7.0,20.0,92.881,-0.2039999999999935,-10.107,0.1206896551724138,0.0,0
91,BOT,HARD,Abu Dhabi Grand Prix,2022,0,8.0,1.0,8.0,20.0,93.113,0.2319999999999993,-9.875,0.1379310344827586,0.0,0
92,BOT,HARD,Abu Dhabi Grand Prix,2022,0,9.0,1.0,9.0,19.0,91.748,-1.3649999999999949,-11.239999999999997,0.1551724137931034,1.0,0
93,BOT,HARD,Abu Dhabi Grand Prix,2022,0,10.0,1.0,10.0,19.0,92.56,0.8119999999999976,-10.427999999999995,0.1724137931034483,0.0,0
94,BOT,HARD,Abu Dhabi Grand Prix,2022,0,11.0,1.0,11.0,19.0,93.363,0.8029999999999973,-9.625,0.1896551724137931,0.0,0
95,BOT,HARD,Abu Dhabi Grand Prix,2022,0,12.0,1.0,12.0,19.0,93.204,-0.159000000000006,-9.784000000000006,0.2068965517241379,0.0,0
96,BOT,HARD,Abu Dhabi Grand Prix,2022,0,13.0,1.0,13.0,18.0,92.643,-0.5609999999999928,-10.345,0.2241379310344827,1.0,0
97,BOT,HARD,Abu Dhabi Grand Prix,2022,0,14.0,1.0,14.0,16.0,93.168,0.5250000000000057,-9.819999999999991,0.2413793103448276,2.0,0
98,BOT,HARD,Abu Dhabi Grand Prix,2022,0,15.0,1.0,15.0,13.0,92.915,-0.2530000000000001,-10.072999999999992,0.2586206896551724,3.0,0
99,BOT,HARD,Abu Dhabi Grand Prix,2022,0,16.0,1.0,16.0,11.0,92.475,-0.4400000000000119,-10.513000000000003,0.2758620689655172,2.0,0
100,BOT,HARD,Abu Dhabi Grand Prix,2022,0,17.0,1.0,17.0,12.0,92.75,0.2750000000000057,-10.238,0.293103448275862,-1.0,0
101,BOT,HARD,Abu Dhabi Grand Prix,2022,0,18.0,1.0,18.0,12.0,92.504,-0.2459999999999951,-10.483999999999996,0.3103448275862069,0.0,0
102,BOT,HARD,Abu Dhabi Grand Prix,2022,0,19.0,1.0,19.0,13.0,93.396,0.8919999999999959,-9.592,0.3275862068965517,-1.0,0
103,BOT,HARD,Abu Dhabi Grand Prix,2022,0,20.0,1.0,20.0,10.0,92.561,-0.8349999999999937,-10.426999999999992,0.3448275862068966,3.0,0
104,BOT,HARD,Abu Dhabi Grand Prix,2022,0,21.0,1.0,21.0,11.0,93.399,0.8379999999999939,-9.589,0.3620689655172414,-1.0,0
105,BOT,HARD,Abu Dhabi Grand Prix,2022,0,22.0,1.0,22.0,11.0,92.579,-0.8200000000000074,-10.409000000000006,0.3793103448275862,0.0,0
106,BOT,HARD,Abu Dhabi Grand Prix,2022,0,23.0,1.0,23.0,13.0,94.172,1.5930000000000035,-8.816000000000003,0.396551724137931,-2.0,0
107,BOT,HARD,Abu Dhabi Grand Prix,2022,0,24.0,1.0,24.0,13.0,92.726,-1.445999999999998,-10.262,0.4137931034482758,0.0,0
108,BOT,HARD,Abu Dhabi Grand Prix,2022,0,25.0,1.0,25.0,14.0,93.561,0.835000000000008,-9.426999999999992,0.4310344827586206,-1.0,0
109,BOT,HARD,Abu Dhabi Grand Prix,2022,0,26.0,1.0,26.0,14.0,93.463,-0.0980000000000131,-9.525000000000006,0.4482758620689655,0.0,0
110,BOT,HARD,Abu Dhabi Grand Prix,2022,0,27.0,1.0,27.0,15.0,93.206,-0.2569999999999908,-9.781999999999996,0.4655172413793103,-1.0,0
111,BOT,HARD,Abu Dhabi Grand Prix,2022,0,28.0,1.0,28.0,15.0,93.579,0.3729999999999904,-9.409000000000006,0.4827586206896552,0.0,0
112,BOT,HARD,Abu Dhabi Grand Prix,2022,0,29.0,1.0,29.0,15.0,93.039,-0.539999999999992,-9.948999999999998,0.5,0.0,0
113,BOT,HARD,Abu Dhabi Grand Prix,2022,0,30.0,1.0,30.0,17.0,96.222,3.1829999999999927,-6.766000000000005,0.5172413793103449,-2.0,1
114,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,1,31.0,2.0,1.0,18.0,113.328,0.0,0.0,0.5344827586206896,-1.0,0
115,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,32.0,2.0,2.0,18.0,91.442,-21.88600000000001,-21.88600000000001,0.5517241379310345,0.0,0
116,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,33.0,2.0,3.0,18.0,91.276,-0.1659999999999968,-22.052000000000007,0.5689655172413793,0.0,0
117,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,34.0,2.0,4.0,18.0,91.487,0.2109999999999985,-21.841000000000008,0.5862068965517241,0.0,0
118,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,35.0,2.0,5.0,18.0,91.453,-0.0339999999999918,-21.875,0.603448275862069,0.0,0
119,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,36.0,2.0,6.0,18.0,91.331,-0.1219999999999998,-21.997,0.6206896551724138,0.0,0
120,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,37.0,2.0,7.0,18.0,91.188,-0.1430000000000006,-22.14,0.6379310344827587,0.0,0
121,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,38.0,2.0,8.0,16.0,92.518,1.3299999999999983,-20.81,0.6551724137931034,2.0,0
122,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,39.0,2.0,9.0,17.0,92.017,-0.5010000000000048,-21.311000000000007,0.6724137931034483,-1.0,0
123,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,40.0,2.0,10.0,17.0,91.512,-0.5049999999999955,-21.816000000000003,0.6896551724137931,0.0,0
124,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,41.0,2.0,11.0,17.0,90.757,-0.7549999999999955,-22.571,0.7068965517241379,0.0,0
125,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,42.0,2.0,12.0,17.0,93.093,2.3359999999999985,-20.235,0.7241379310344828,0.0,0
126,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,43.0,2.0,13.0,17.0,91.448,-1.6450000000000102,-21.88000000000001,0.7413793103448276,0.0,0
127,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,44.0,2.0,14.0,17.0,91.246,-0.2019999999999981,-22.082000000000008,0.7586206896551724,0.0,0
128,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,45.0,2.0,15.0,17.0,91.319,0.0730000000000075,-22.009,0.7758620689655172,0.0,0
129,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,46.0,2.0,16.0,17.0,91.158,-0.1610000000000013,-22.17,0.7931034482758621,0.0,0
130,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,47.0,2.0,17.0,17.0,90.352,-0.8059999999999974,-22.976,0.8103448275862069,0.0,0
131,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,48.0,2.0,18.0,17.0,92.319,1.9669999999999987,-21.009,0.8275862068965517,0.0,0
132,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,49.0,2.0,19.0,17.0,90.639,-1.6800000000000068,-22.689000000000007,0.8448275862068966,0.0,0
133,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,50.0,2.0,20.0,17.0,90.457,-0.1820000000000021,-22.87100000000001,0.8620689655172413,0.0,0
134,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,51.0,2.0,21.0,17.0,90.539,0.0820000000000078,-22.789,0.8793103448275862,0.0,0
135,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,52.0,2.0,22.0,17.0,91.299,0.7600000000000051,-22.029,0.896551724137931,0.0,0
136,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,53.0,2.0,23.0,16.0,92.998,1.698999999999998,-20.33,0.913793103448276,1.0,0
137,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,54.0,2.0,24.0,16.0,92.995,-0.0030000000000001,-20.333,0.9310344827586208,0.0,0
138,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,55.0,2.0,25.0,16.0,91.236,-1.7590000000000003,-22.092,0.9482758620689656,0.0,0
139,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,56.0,2.0,26.0,15.0,90.566,-0.6700000000000017,-22.762,0.9655172413793104,1.0,0
140,BOT,MEDIUM,Abu Dhabi Grand Prix,2022,0,57.0,2.0,27.0,15.0,90.743,0.1769999999999925,-22.585000000000008,0.9827586206896552,0.0,0
141,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,1.0,1.0,1.0,18.0,102.05,0.0,0.0,0.0172413793103448,0.0,0
142,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,2.0,1.0,2.0,18.0,94.636,-7.4140000000000015,-7.4140000000000015,0.0344827586206896,0.0,0
143,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,3.0,1.0,3.0,17.0,92.47,-2.165999999999997,-9.579999999999998,0.0517241379310344,1.0,0
144,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,4.0,1.0,4.0,17.0,92.473,0.0030000000000001,-9.576999999999998,0.0689655172413793,0.0,0
145,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,5.0,1.0,5.0,17.0,92.581,0.108000000000004,-9.468999999999994,0.0862068965517241,0.0,0
146,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,6.0,1.0,6.0,17.0,93.306,0.7249999999999943,-8.744,0.1034482758620689,0.0,0
147,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,7.0,1.0,7.0,17.0,92.417,-0.8889999999999958,-9.632999999999996,0.1206896551724138,0.0,0
148,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,8.0,1.0,8.0,17.0,92.537,0.1200000000000045,-9.512999999999993,0.1379310344827586,0.0,0
149,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,9.0,1.0,9.0,17.0,92.71,0.1729999999999876,-9.340000000000003,0.1551724137931034,0.0,0
150,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,10.0,1.0,10.0,17.0,92.742,0.0320000000000106,-9.307999999999993,0.1724137931034483,0.0,0
151,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,11.0,1.0,11.0,17.0,92.962,0.2199999999999988,-9.087999999999994,0.1896551724137931,0.0,0
152,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,12.0,1.0,12.0,17.0,93.119,0.1569999999999964,-8.930999999999997,0.2068965517241379,0.0,0
153,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,13.0,1.0,13.0,16.0,93.38,0.2609999999999957,-8.670000000000002,0.2241379310344827,1.0,0
154,GAS,SOFT,Abu Dhabi Grand Prix,2022,0,14.0,1.0,14.0,17.0,96.422,3.0420000000000016,-5.628,0.2413793103448276,-1.0,1
155,GAS,HARD,Abu Dhabi Grand Prix,2022,1,15.0,2.0,1.0,20.0,111.393,0.0,0.0,0.2586206896551724,-3.0,0
156,GAS,HARD,Abu Dhabi Grand Prix,2022,0,16.0,2.0,2.0,19.0,91.081,-20.312,-20.312,0.2758620689655172,1.0,0
157,GAS,HARD,Abu Dhabi Grand Prix,2022,0,17.0,2.0,3.0,19.0,91.018,-0.0630000000000023,-20.375,0.293103448275862,0.0,0
158,GAS,HARD,Abu Dhabi Grand Prix,2022,0,18.0,2.0,4.0,19.0,91.227,0.2090000000000031,-20.166,0.3103448275862069,0.0,0
159,GAS,HARD,Abu Dhabi Grand Prix,2022,0,19.0,2.0,5.0,19.0,91.3,0.0729999999999932,-20.093000000000004,0.3275862068965517,0.0,0
160,GAS,HARD,Abu Dhabi Grand Prix,2022,0,20.0,2.0,6.0,19.0,92.182,0.882000000000005,-19.211,0.3448275862068966,0.0,0
161,GAS,HARD,Abu Dhabi Grand Prix,2022,0,21.0,2.0,7.0,19.0,91.443,-0.7390000000000043,-19.950000000000003,0.3620689655172414,0.0,0
162,GAS,HARD,Abu Dhabi Grand Prix,2022,0,22.0,2.0,8.0,19.0,91.228,-0.2150000000000034,-20.165000000000006,0.3793103448275862,0.0,0
163,GAS,HARD,Abu Dhabi Grand Prix,2022,0,23.0,2.0,9.0,19.0,91.704,0.4759999999999991,-19.689000000000007,0.396551724137931,0.0,0
164,GAS,HARD,Abu Dhabi Grand Prix,2022,0,24.0,2.0,10.0,19.0,91.855,0.1510000000000104,-19.538,0.4137931034482758,0.0,0
165,GAS,HARD,Abu Dhabi Grand Prix,2022,0,25.0,2.0,11.0,19.0,93.269,1.4140000000000017,-18.123999999999995,0.4310344827586206,0.0,0
166,GAS,HARD,Abu Dhabi Grand Prix,2022,0,26.0,2.0,12.0,17.0,92.542,-0.7270000000000039,-18.851,0.4482758620689655,2.0,0
167,GAS,HARD,Abu Dhabi Grand Prix,2022,0,27.0,2.0,13.0,17.0,91.712,-0.8299999999999983,-19.681,0.4655172413793103,0.0,0
