id,Driver,Compound,Race,Year,PitStop,LapNumber,Stint,TyreLife,Position,LapTime (s),LapTime_Delta,Cumulative_Degradation,RaceProgress,Position_Change,PitNextLap
6519,MSC,HARD,British Grand Prix,2022,0,22.0,3.0,3.0,12.0,94.127,-0.34199999999999875,-23.149,0.4230769230769231,0.0,0
6520,MSC,HARD,British Grand Prix,2022,0,23.0,3.0,4.0,11.0,94.648,0.5210000000000008,-22.628,0.4423076923076923,1.0,0
6521,MSC,HARD,British Grand Prix,2022,0,24.0,3.0,5.0,11.0,94.725,0.07699999999999818,-22.551000000000002,0.46153846153846156,0.0,0
6522,MSC,HARD,British Grand Prix,2022,0,25.0,3.0,6.0,11.0,94.793,0.06800000000001205,-22.48299999999999,0.4807692307692308,0.0,0
6523,MSC,HARD,British Grand Prix,2022,0,26.0,3.0,7.0,11.0,93.92,-0.8730000000000047,-23.355999999999995,0.5,0.0,0
6524,MSC,HARD,British Grand Prix,2022,0,27.0,3.0,8.0,11.0,94.017,0.0969999999999942,-23.259,0.5192307692307693,0.0,0
6525,MSC,HARD,British Grand Prix,2022,0,28.0,3.0,9.0,11.0,94.612,0.5949999999999989,-22.664,0.5384615384615384,0.0,0
6526,MSC,HARD,British Grand Prix,2022,0,29.0,3.0,10.0,11.0,95.144,0.5320000000000107,-22.13199999999999,0.5576923076923077,0.0,0
6527,MSC,HARD,British Grand Prix,2022,0,30.0,3.0,11.0,11.0,95.006,-0.13800000000000523,-22.269999999999996,0.5769230769230769,0.0,0
6528,MSC,HARD,British Grand Prix,2022,0,31.0,3.0,12.0,11.0,94.247,-0.7590000000000003,-23.028999999999996,0.5961538461538461,0.0,0
6529,MSC,HARD,British Grand Prix,2022,0,32.0,3.0,13.0,10.0,94.139,-0.10800000000000409,-23.137,0.6153846153846154,1.0,0
6530,MSC,HARD,British Grand Prix,2022,0,33.0,3.0,14.0,10.0,93.979,-0.1599999999999966,-23.296999999999997,0.6346153846153846,0.0,0
6531,MSC,HARD,British Grand Prix,2022,0,34.0,3.0,15.0,10.0,93.794,-0.18500000000000227,-23.482,0.6538461538461539,0.0,0
6532,MSC,HARD,British Grand Prix,2022,0,35.0,3.0,16.0,10.0,93.864,0.07000000000000739,-23.411999999999992,0.6730769230769231,0.0,0
6533,MSC,HARD,British Grand Prix,2022,0,36.0,3.0,17.0,10.0,93.796,-0.06799999999999784,-23.47999999999999,0.6923076923076923,0.0,0
6534,MSC,HARD,British Grand Prix,2022,0,37.0,3.0,18.0,10.0,93.275,-0.5210000000000008,-24.00099999999999,0.7115384615384616,0.0,0
6535,MSC,HARD,British Grand Prix,2022,0,38.0,3.0,19.0,9.0,93.782,0.5069999999999908,-23.494,0.7307692307692307,1.0,0
6536,MSC,HARD,British Grand Prix,2022,0,39.0,3.0,20.0,9.0,125.584,31.802000000000007,8.308000000000007,0.75,0.0,1
6537,MSC,SOFT,British Grand Prix,2022,1,40.0,4.0,1.0,11.0,144.596,0.0,0.0,0.7692307692307693,-2.0,0
6538,MSC,SOFT,British Grand Prix,2022,0,41.0,4.0,2.0,10.0,101.44,-43.156000000000006,-43.156000000000006,0.7884615384615384,1.0,0
6539,MSC,SOFT,British Grand Prix,2022,0,43.0,4.0,4.0,9.0,93.351,0.0,-43.156000000000006,0.8269230769230769,1.0,0
6540,MSC,SOFT,British Grand Prix,2022,0,44.0,4.0,5.0,9.0,93.597,0.2459999999999951,-42.91000000000001,0.8461538461538461,0.0,0
6541,MSC,SOFT,British Grand Prix,2022,0,45.0,4.0,6.0,8.0,92.29,-1.306999999999988,-44.217,0.8653846153846154,1.0,0
6542,MSC,SOFT,British Grand Prix,2022,0,46.0,4.0,7.0,8.0,92.35,0.05999999999998806,-44.15700000000001,0.8846153846153846,0.0,0
6543,MSC,SOFT,British Grand Prix,2022,0,47.0,4.0,8.0,8.0,92.224,-0.12599999999999056,-44.283,0.9038461538461539,0.0,0
6544,MSC,SOFT,British Grand Prix,2022,0,48.0,4.0,9.0,8.0,92.109,-0.1150000000000091,-44.39800000000001,0.9230769230769231,0.0,0
6545,MSC,SOFT,British Grand Prix,2022,0,49.0,4.0,10.0,8.0,92.339,0.23000000000000398,-44.168000000000006,0.9423076923076923,0.0,0
6546,MSC,SOFT,British Grand Prix,2022,0,50.0,4.0,11.0,8.0,93.27,0.9309999999999974,-43.23700000000001,0.9615384615384616,0.0,0
6547,MSC,SOFT,British Grand Prix,2022,0,51.0,4.0,12.0,8.0,92.74,-0.5300000000000011,-43.76700000000001,0.9807692307692307,0.0,0
6548,MSC,SOFT,British Grand Prix,2022,0,52.0,4.0,13.0,8.0,93.479,0.7390000000000043,-43.028000000000006,1.0,0.0,0
6549,NOR,MEDIUM,British Grand Prix,2022,0,1.0,1.0,1.0,7.0,156.287,0.0,0.0,0.019230769230769232,0.0,1
6550,NOR,MEDIUM,British Grand Prix,2022,0,3.0,2.0,3.0,5.0,139.606,0.0,0.0,0.057692307692307696,1.0,0
6551,NOR,MEDIUM,British Grand Prix,2022,0,4.0,2.0,4.0,5.0,95.426,-44.17999999999999,-44.17999999999999,0.07692307692307693,0.0,0
6552,NOR,MEDIUM,British Grand Prix,2022,0,5.0,2.0,5.0,5.0,95.243,-0.18300000000000693,-44.363,0.09615384615384616,0.0,0
6553,NOR,MEDIUM,British Grand Prix,2022,0,6.0,2.0,6.0,5.0,95.119,-0.12399999999999523,-44.486999999999995,0.11538461538461539,0.0,0
6554,NOR,MEDIUM,British Grand Prix,2022,0,7.0,2.0,7.0,5.0,95.45,0.33100000000000307,-44.15599999999999,0.1346153846153846,0.0,0
6555,NOR,MEDIUM,British Grand Prix,2022,0,8.0,2.0,8.0,5.0,94.778,-0.671999999999997,-44.82799999999999,0.15384615384615385,0.0,0
6556,NOR,MEDIUM,British Grand Prix,2022,0,9.0,2.0,9.0,5.0,95.058,0.28000000000000114,-44.54799999999999,0.17307692307692307,0.0,0
6557,NOR,MEDIUM,British Grand Prix,2022,0,10.0,2.0,10.0,5.0,94.567,-0.49100000000001387,-45.039,0.19230769230769232,0.0,0
6558,NOR,MEDIUM,British Grand Prix,2022,0,11.0,2.0,11.0,5.0,94.688,0.12100000000000932,-44.91799999999999,0.21153846153846154,0.0,0
6559,NOR,MEDIUM,British Grand Prix,2022,0,12.0,2.0,12.0,5.0,94.801,0.11299999999999955,-44.80499999999999,0.23076923076923078,0.0,0
6560,NOR,MEDIUM,British Grand Prix,2022,0,13.0,2.0,13.0,4.0,94.383,-0.41800000000000637,-45.223,0.25,1.0,0
6561,NOR,MEDIUM,British Grand Prix,2022,0,14.0,2.0,14.0,4.0,94.191,-0.19199999999999307,-45.41499999999999,0.2692307692307692,0.0,0
6562,NOR,MEDIUM,British Grand Prix,2022,0,15.0,2.0,15.0,4.0,94.143,-0.04800000000000182,-45.462999999999994,0.28846153846153844,0.0,0
6563,NOR,MEDIUM,British Grand Prix,2022,0,16.0,2.0,16.0,4.0,93.958,-0.18500000000000227,-45.647999999999996,0.3076923076923077,0.0,0
6564,NOR,MEDIUM,British Grand Prix,2022,0,17.0,2.0,17.0,4.0,94.454,0.4959999999999951,-45.152,0.3269230769230769,0.0,0
6565,NOR,MEDIUM,British Grand Prix,2022,0,18.0,2.0,18.0,4.0,93.88,-0.5739999999999981,-45.726,0.34615384615384615,0.0,0
6566,NOR,MEDIUM,British Grand Prix,2022,0,19.0,2.0,19.0,4.0,93.824,-0.055999999999997385,-45.782,0.36538461538461536,0.0,0
6567,NOR,MEDIUM,British Grand Prix,2022,0,20.0,2.0,20.0,4.0,93.945,0.12099999999999511,-45.661,0.38461538461538464,0.0,0
6568,NOR,MEDIUM,British Grand Prix,2022,0,21.0,2.0,21.0,4.0,94.036,0.09100000000000819,-45.56999999999999,0.40384615384615385,0.0,0
6569,NOR,MEDIUM,British Grand Prix,2022,0,22.0,2.0,22.0,4.0,94.086,0.04999999999999716,-45.519999999999996,0.4230769230769231,0.0,0
6570,NOR,MEDIUM,British Grand Prix,2022,0,23.0,2.0,23.0,4.0,93.879,-0.20699999999999363,-45.72699999999999,0.4423076923076923,0.0,0
6571,NOR,MEDIUM,British Grand Prix,2022,0,24.0,2.0,24.0,4.0,93.987,0.10799999999998988,-45.619,0.46153846153846156,0.0,0
6572,NOR,MEDIUM,British Grand Prix,2022,0,25.0,2.0,25.0,4.0,93.983,-0.003999999999990678,-45.62299999999999,0.4807692307692308,0.0,0
6573,NOR,MEDIUM,British Grand Prix,2022,0,26.0,2.0,26.0,4.0,94.108,0.125,-45.49799999999999,0.5,0.0,0
6574,NOR,MEDIUM,British Grand Prix,2022,0,27.0,2.0,27.0,4.0,93.957,-0.15100000000001046,-45.649,0.5192307692307693,0.0,0
6575,NOR,MEDIUM,British Grand Prix,2022,0,28.0,2.0,28.0,4.0,93.714,-0.242999999999995,-45.891999999999996,0.5384615384615384,0.0,0
6576,NOR,MEDIUM,British Grand Prix,2022,0,29.0,2.0,29.0,4.0,93.933,0.2190000000000083,-45.67299999999999,0.5576923076923077,0.0,0
6577,NOR,MEDIUM,British Grand Prix,2022,0,30.0,2.0,30.0,4.0,94.0,0.06699999999999307,-45.605999999999995,0.5769230769230769,0.0,0
6578,NOR,MEDIUM,British Grand Prix,2022,0,31.0,2.0,31.0,4.0,93.813,-0.1869999999999976,-45.79299999999999,0.5961538461538461,0.0,0
6579,NOR,MEDIUM,British Grand Prix,2022,0,32.0,2.0,32.0,4.0,93.788,-0.025000000000005684,-45.818,0.6153846153846154,0.0,0
6580,NOR,MEDIUM,British Grand Prix,2022,0,33.0,2.0,33.0,4.0,93.686,-0.10199999999998965,-45.91999999999999,0.6346153846153846,0.0,0
6581,NOR,MEDIUM,British Grand Prix,2022,0,34.0,2.0,34.0,4.0,93.055,-0.6310000000000002,-46.55099999999999,0.6538461538461539,0.0,1
6582,NOR,HARD,British Grand Prix,2022,1,35.0,3.0,1.0,5.0,114.367,0.0,0.0,0.6730769230769231,-1.0,0
6583,NOR,HARD,British Grand Prix,2022,0,36.0,3.0,2.0,5.0,92.702,-21.665000000000006,-21.665000000000006,0.6923076923076923,0.0,0
6584,NOR,HARD,British Grand Prix,2022,0,37.0,3.0,3.0,5.0,92.425,-0.277000000000001,-21.942000000000007,0.7115384615384616,0.0,0
6585,NOR,HARD,British Grand Prix,2022,0,38.0,3.0,4.0,5.0,92.271,-0.15399999999999636,-22.096000000000004,0.7307692307692307,0.0,0
6586,NOR,HARD,British Grand Prix,2022,0,39.0,3.0,5.0,6.0,118.803,26.531999999999996,4.435999999999993,0.75,-1.0,0
6587,NOR,HARD,British Grand Prix,2022,0,40.0,3.0,6.0,5.0,123.07,4.266999999999996,8.702999999999989,0.7692307692307693,1.0,1
6588,NOR,SOFT,British Grand Prix,2022,0,43.0,4.0,3.0,6.0,92.168,0.0,0.0,0.8269230769230769,0.0,0
6589,NOR,SOFT,British Grand Prix,2022,0,44.0,4.0,4.0,6.0,92.211,0.042999999999992156,0.042999999999992156,0.8461538461538461,0.0,0
6590,NOR,SOFT,British Grand Prix,2022,0,45.0,4.0,5.0,6.0,91.774,-0.4369999999999976,-0.39400000000000546,0.8653846153846154,0.0,0
6591,NOR,SOFT,British Grand Prix,2022,0,46.0,4.0,6.0,6.0,92.831,1.0570000000000022,0.6629999999999967,0.8846153846153846,0.0,0
6592,NOR,SOFT,British Grand Prix,2022,0,47.0,4.0,7.0,6.0,91.645,-1.186000000000007,-0.5230000000000103,0.9038461538461539,0.0,0
6593,NOR,SOFT,British Grand Prix,2022,0,48.0,4.0,8.0,6.0,92.664,1.0190000000000055,0.4959999999999951,0.9230769230769231,0.0,0
6594,NOR,SOFT,British Grand Prix,2022,0,49.0,4.0,9.0,6.0,92.121,-0.5430000000000064,-0.047000000000011255,0.9423076923076923,0.0,0
6595,NOR,SOFT,British Grand Prix,2022,0,50.0,4.0,10.0,6.0,92.07,-0.05100000000000193,-0.09800000000001319,0.9615384615384616,0.0,0
6596,NOR,SOFT,British Grand Prix,2022,0,51.0,4.0,11.0,6.0,92.585,0.5150000000000006,0.4169999999999874,0.9807692307692307,0.0,0
6597,NOR,SOFT,British Grand Prix,2022,0,52.0,4.0,12.0,6.0,92.325,-0.2599999999999909,0.15699999999999648,1.0,0.0,0
6598,OCO,MEDIUM,British Grand Prix,2022,0,1.0,1.0,1.0,17.0,282.084,0.0,0.0,0.019230769230769232,0.0,1
6599,OCO,SOFT,British Grand Prix,2022,0,3.0,2.0,2.0,11.0,125.385,0.0,0.0,0.057692307692307696,2.0,0
6600,OCO,SOFT,British Grand Prix,2022,0,4.0,2.0,3.0,10.0,96.513,-28.872,-28.872,0.07692307692307693,1.0,0
6601,OCO,SOFT,British Grand Prix,2022,0,5.0,2.0,4.0,10.0,95.717,-0.7960000000000065,-29.668000000000006,0.09615384615384616,0.0,0
6602,OCO,SOFT,British Grand Prix,2022,0,6.0,2.0,5.0,9.0,95.589,-0.1280000000000001,-29.796000000000006,0.11538461538461539,1.0,0
6603,OCO,SOFT,British Grand Prix,2022,0,7.0,2.0,6.0,9.0,95.631,0.04200000000000159,-29.754000000000005,0.1346153846153846,0.0,0
6604,OCO,SOFT,British Grand Prix,2022,0,8.0,2.0,7.0,9.0,95.485,-0.1460000000000008,-29.900000000000006,0.15384615384615385,0.0,0
6605,OCO,SOFT,British Grand Prix,2022,0,9.0,2.0,8.0,9.0,95.807,0.32200000000000273,-29.578000000000003,0.17307692307692307,0.0,0
6606,OCO,SOFT,British Grand Prix,2022,0,10.0,2.0,9.0,9.0,95.291,-0.5160000000000053,-30.09400000000001,0.19230769230769232,0.0,0
6607,OCO,SOFT,British Grand Prix,2022,0,11.0,2.0,10.0,7.0,95.57,0.27899999999999636,-29.815000000000012,0.21153846153846154,2.0,0
6608,OCO,SOFT,British Grand Prix,2022,0,12.0,2.0,11.0,7.0,95.494,-0.0759999999999934,-29.891000000000005,0.23076923076923078,0.0,0
6609,OCO,SOFT,British Grand Prix,2022,0,13.0,2.0,12.0,7.0,95.426,-0.06799999999999784,-29.959000000000003,0.25,0.0,0
6610,OCO,SOFT,British Grand Prix,2022,0,14.0,2.0,13.0,7.0,95.256,-0.1700000000000017,-30.129000000000005,0.2692307692307692,0.0,0
6611,OCO,SOFT,British Grand Prix,2022,0,15.0,2.0,14.0,7.0,95.101,-0.15500000000000114,-30.284000000000006,0.28846153846153844,0.0,0
6612,OCO,SOFT,British Grand Prix,2022,0,16.0,2.0,15.0,7.0,94.995,-0.10599999999999454,-30.39,0.3076923076923077,0.0,0
6613,OCO,SOFT,British Grand Prix,2022,0,17.0,2.0,16.0,7.0,94.999,0.003999999999990678,-30.38600000000001,0.3269230769230769,0.0,0
6614,OCO,SOFT,British Grand Prix,2022,0,18.0,2.0,17.0,7.0,94.849,-0.14999999999999147,-30.536,0.34615384615384615,0.0,0
6615,OCO,SOFT,British Grand Prix,2022,0,19.0,2.0,18.0,7.0,94.996,0.14699999999999136,-30.38900000000001,0.36538461538461536,0.0,0
6616,OCO,SOFT,British Grand Prix,2022,0,20.0,2.0,19.0,7.0,95.046,0.05000000000001137,-30.339,0.38461538461538464,0.0,0
6617,OCO,SOFT,British Grand Prix,2022,0,21.0,2.0,20.0,7.0,95.036,-0.010000000000005116,-30.349000000000004,0.40384615384615385,0.0,0
6618,OCO,SOFT,British Grand Prix,2022,0,22.0,2.0,21.0,7.0,94.779,-0.257000000000005,-30.60600000000001,0.4230769230769231,0.0,1
6619,OCO,HARD,British Grand Prix,2022,1,23.0,3.0,1.0,10.0,117.971,0.0,0.0,0.4423076923076923,-3.0,0
6620,OCO,HARD,British Grand Prix,2022,0,24.0,3.0,2.0,10.0,94.287,-23.683999999999997,-23.683999999999997,0.46153846153846156,0.0,0
6621,OCO,HARD,British Grand Prix,2022,0,25.0,3.0,3.0,10.0,94.65,0.36299999999999955,-23.320999999999998,0.4807692307692308,0.0,0
6622,OCO,HARD,British Grand Prix,2022,0,26.0,3.0,4.0,10.0,94.24,-0.4100000000000108,-23.73100000000001,0.5,0.0,0
6623,OCO,HARD,British Grand Prix,2022,0,27.0,3.0,5.0,10.0,94.843,0.6030000000000086,-23.128,0.5192307692307693,0.0,0
6624,OCO,HARD,British Grand Prix,2022,0,28.0,3.0,6.0,10.0,94.631,-0.2120000000000033,-23.340000000000003,0.5384615384615384,0.0,0
6625,OCO,HARD,British Grand Prix,2022,0,29.0,3.0,7.0,9.0,94.149,-0.4819999999999993,-23.822000000000003,0.5576923076923077,1.0,0
6626,OCO,HARD,British Grand Prix,2022,0,30.0,3.0,8.0,9.0,94.367,0.21800000000000352,-23.604,0.5769230769230769,0.0,0
6627,OCO,HARD,British Grand Prix,2022,0,31.0,3.0,9.0,9.0,93.915,-0.4519999999999982,-24.055999999999997,0.5961538461538461,0.0,0
6628,OCO,HARD,British Grand Prix,2022,0,32.0,3.0,10.0,9.0,94.139,0.22399999999998954,-23.832000000000008,0.6153846153846154,0.0,0
6629,OCO,HARD,British Grand Prix,2022,0,33.0,3.0,11.0,9.0,94.115,-0.02400000000000091,-23.85600000000001,0.6346153846153846,0.0,0
6630,OCO,HARD,British Grand Prix,2022,0,34.0,3.0,12.0,9.0,93.962,-0.1529999999999916,-24.009,0.6538461538461539,0.0,0
6631,OCO,HARD,British Grand Prix,2022,0,35.0,3.0,13.0,9.0,93.726,-0.2360000000000042,-24.245000000000005,0.6730769230769231,0.0,0
6632,OCO,HARD,British Grand Prix,2022,0,36.0,3.0,14.0,8.0,94.258,0.5319999999999965,-23.713000000000008,0.6923076923076923,1.0,0
6633,OCO,HARD,British Grand Prix,2022,0,37.0,3.0,15.0,8.0,93.537,-0.7209999999999894,-24.433999999999997,0.7115384615384616,0.0,0
6634,PER,MEDIUM,British Grand Prix,2022,0,1.0,1.0,1.0,6.0,154.001,0.0,0.0,0.019230769230769232,0.0,1
6635,PER,MEDIUM,British Grand Prix,2022,0,3.0,2.0,2.0,4.0,149.321,0.0,0.0,0.057692307692307696,0.0,0
6636,PER,MEDIUM,British Grand Prix,2022,0,4.0,2.0,3.0,4.0,95.479,-53.842,-53.842,0.07692307692307693,0.0,0
6637,PER,MEDIUM,British Grand Prix,2022,0,5.0,2.0,4.0,4.0,95.398,-0.08100000000000307,-53.923,0.09615384615384616,0.0,1
6638,PER,MEDIUM,British Grand Prix,2022,1,6.0,3.0,2.0,17.0,123.44,0.0,0.0,0.11538461538461539,-13.0,0
6639,PER,MEDIUM,British Grand Prix,2022,0,7.0,3.0,3.0,16.0,93.455,-29.985,-29.985,0.1346153846153846,1.0,0
6640,PER,MEDIUM,British Grand Prix,2022,0,8.0,3.0,4.0,16.0,93.435,-0.01999999999999602,-30.004999999999995,0.15384615384615385,0.0,0
6641,PER,MEDIUM,British Grand Prix,2022,0,9.0,3.0,5.0,16.0,93.362,-0.0730000000000075,-30.078000000000003,0.17307692307692307,0.0,0
6642,PER,MEDIUM,British Grand Prix,2022,0,10.0,3.0,6.0,16.0,93.395,0.03300000000000125,-30.045,0.19230769230769232,0.0,0
6643,PER,MEDIUM,British Grand Prix,2022,0,11.0,3.0,7.0,16.0,93.678,0.28300000000000125,-29.762,0.21153846153846154,0.0,0
6644,PER,MEDIUM,British Grand Prix,2022,0,12.0,3.0,8.0,16.0,93.845,0.1670000000000016,-29.595,0.23076923076923078,0.0,0
6645,PER,MEDIUM,British Grand Prix,2022,0,13.0,3.0,9.0,15.0,94.869,1.024000000000001,-28.570999999999998,0.25,1.0,0
6646,PER,MEDIUM,British Grand Prix,2022,0,14.0,3.0,10.0,15.0,93.838,-1.031000000000006,-29.602000000000004,0.2692307692307692,0.0,0
6647,PER,MEDIUM,British Grand Prix,2022,0,15.0,3.0,11.0,15.0,94.293,0.4550000000000125,-29.14699999999999,0.28846153846153844,0.0,0
6648,PER,MEDIUM,British Grand Prix,2022,0,16.0,3.0,12.0,14.0,94.301,0.007999999999995566,-29.138999999999996,0.3076923076923077,1.0,0
6649,PER,MEDIUM,British Grand Prix,2022,0,17.0,3.0,13.0,13.0,93.657,-0.6440000000000055,-29.783,0.3269230769230769,1.0,0
6650,PER,MEDIUM,British Grand Prix,2022,0,18.0,3.0,14.0,12.0,93.816,0.15900000000000603,-29.623999999999995,0.34615384615384615,1.0,0
6651,PER,MEDIUM,British Grand Prix,2022,0,19.0,3.0,15.0,12.0,94.38,0.563999999999993,-29.060000000000002,0.36538461538461536,0.0,0
6652,PER,MEDIUM,British Grand Prix,2022,0,20.0,3.0,16.0,8.0,94.059,-0.32099999999999795,-29.381,0.38461538461538464,4.0,0
6653,PER,MEDIUM,British Grand Prix,2022,0,21.0,3.0,17.0,8.0,93.291,-0.7680000000000007,-30.149,0.40384615384615385,0.0,0
6654,PER,MEDIUM,British Grand Prix,2022,0,22.0,3.0,18.0,8.0,93.104,-0.1869999999999976,-30.336,0.4230769230769231,0.0,0
6655,PER,MEDIUM,British Grand Prix,2022,0,23.0,3.0,19.0,7.0,93.02,-0.08400000000000318,-30.42,0.4423076923076923,1.0,0
6656,PER,MEDIUM,British Grand Prix,2022,0,24.0,3.0,20.0,6.0,93.137,0.11700000000000443,-30.302999999999997,0.46153846153846156,1.0,0
6657,PER,MEDIUM,British Grand Prix,2022,0,25.0,3.0,21.0,6.0,93.101,-0.036000000000001364,-30.339,0.4807692307692308,0.0,0
6658,PER,MEDIUM,British Grand Prix,2022,0,26.0,3.0,22.0,6.0,92.666,-0.4350000000000023,-30.774,0.5,0.0,0
6659,PER,MEDIUM,British Grand Prix,2022,0,27.0,3.0,23.0,6.0,92.948,0.2819999999999965,-30.492000000000004,0.5192307692307693,0.0,0
6660,PER,MEDIUM,British Grand Prix,2022,0,28.0,3.0,24.0,6.0,92.847,-0.10099999999999909,-30.593000000000004,0.5384615384615384,0.0,0
6661,PER,MEDIUM,British Grand Prix,2022,0,29.0,3.0,25.0,6.0,93.014,0.1670000000000016,-30.426000000000002,0.5576923076923077,0.0,0
6662,PER,MEDIUM,British Grand Prix,2022,0,30.0,3.0,26.0,6.0,92.925,-0.08899999999999864,-30.515,0.5769230769230769,0.0,0
6663,PER,MEDIUM,British Grand Prix,2022,0,31.0,3.0,27.0,6.0,92.655,-0.269999999999996,-30.784999999999997,0.5961538461538461,0.0,0
6664,PER,MEDIUM,British Grand Prix,2022,0,32.0,3.0,28.0,6.0,92.886,0.23099999999999454,-30.554000000000002,0.6153846153846154,0.0,0
6665,PER,MEDIUM,British Grand Prix,2022,0,33.0,3.0,29.0,6.0,92.926,0.04000000000000625,-30.513999999999996,0.6346153846153846,0.0,0
6666,PER,MEDIUM,British Grand Prix,2022,0,34.0,3.0,30.0,5.0,92.727,-0.19899999999999807,-30.712999999999994,0.6538461538461539,1.0,0
6667,PER,MEDIUM,British Grand Prix,2022,0,35.0,3.0,31.0,4.0,92.305,-0.42199999999999704,-31.13499999999999,0.6730769230769231,1.0,0
6668,PER,MEDIUM,British Grand Prix,2022,0,36.0,3.0,32.0,4.0,92.323,0.01799999999998647,-31.117000000000004,0.6923076923076923,0.0,0
6669,PER,MEDIUM,British Grand Prix,2022,0,37.0,3.0,33.0,4.0,92.401,0.07800000000000296,-31.039,0.7115384615384616,0.0,0
6670,PER,MEDIUM,British Grand Prix,2022,0,38.0,3.0,34.0,4.0,92.759,0.3580000000000041,-30.680999999999997,0.7307692307692307,0.0,0
6671,PER,MEDIUM,British Grand Prix,2022,0,39.0,3.0,35.0,4.0,108.331,15.572000000000003,-15.108999999999995,0.75,0.0,1
6672,PER,SOFT,British Grand Prix,2022,1,40.0,4.0,1.0,4.0,141.424,0.0,0.0,0.7692307692307693,0.0,0
6673,PER,SOFT,British Grand Prix,2022,0,43.0,4.0,4.0,3.0,91.892,0.0,0.0,0.8269230769230769,1.0,0
6674,PER,SOFT,British Grand Prix,2022,0,44.0,4.0,5.0,3.0,92.091,0.19899999999999807,0.19899999999999807,0.8461538461538461,0.0,0
6675,PER,SOFT,British Grand Prix,2022,0,45.0,4.0,6.0,3.0,92.207,0.11599999999999966,0.3149999999999977,0.8653846153846154,0.0,0
6676,PER,SOFT,British Grand Prix,2022,0,46.0,4.0,7.0,2.0,91.466,-0.7409999999999997,-0.42600000000000193,0.8846153846153846,1.0,0
6677,PER,SOFT,British Grand Prix,2022,0,47.0,4.0,8.0,2.0,90.937,-0.5289999999999964,-0.9549999999999983,0.9038461538461539,0.0,0
6678,PER,SOFT,British Grand Prix,2022,0,48.0,4.0,9.0,2.0,91.296,0.35900000000000887,-0.5959999999999894,0.9230769230769231,0.0,0
6679,PER,SOFT,British Grand Prix,2022,0,49.0,4.0,10.0,2.0,90.997,-0.2990000000000066,-0.894999999999996,0.9423076923076923,0.0,0
6680,PER,SOFT,British Grand Prix,2022,0,50.0,4.0,11.0,2.0,91.102,0.10500000000000398,-0.789999999999992,0.9615384615384616,0.0,0
6681,PER,SOFT,British Grand Prix,2022,0,51.0,4.0,12.0,2.0,91.976,0.8739999999999952,0.08400000000000318,0.9807692307692307,0.0,0
6682,PER,SOFT,British Grand Prix,2022,0,52.0,4.0,13.0,2.0,91.391,-0.5849999999999937,-0.5009999999999906,1.0,0.0,0
6683,RIC,MEDIUM,British Grand Prix,2022,0,1.0,1.0,1.0,10.0,166.878,0.0,0.0,0.019230769230769232,0.0,1
6684,RIC,MEDIUM,British Grand Prix,2022,0,3.0,2.0,3.0,12.0,128.846,0.0,0.0,0.057692307692307696,0.0,0
6685,RIC,MEDIUM,British Grand Prix,2022,0,4.0,2.0,4.0,13.0,97.878,-30.968000000000004,-30.968000000000004,0.07692307692307693,-1.0,0
6686,RIC,MEDIUM,British Grand Prix,2022,0,5.0,2.0,5.0,13.0,95.865,-2.0130000000000052,-32.98100000000001,0.09615384615384616,0.0,0
6687,RIC,MEDIUM,British Grand Prix,2022,0,6.0,2.0,6.0,13.0,95.642,-0.22299999999999898,-33.20400000000001,0.11538461538461539,0.0,0
6688,RIC,MEDIUM,British Grand Prix,2022,0,7.0,2.0,7.0,12.0,95.66,0.018000000000000682,-33.18600000000001,0.1346153846153846,1.0,0
6689,RIC,MEDIUM,British Grand Prix,2022,0,8.0,2.0,8.0,12.0,95.802,0.14200000000001012,-33.044,0.15384615384615385,0.0,0
6690,RIC,MEDIUM,British Grand Prix,2022,0,9.0,2.0,9.0,12.0,95.37,-0.43200000000000216,-33.476,0.17307692307692307,0.0,0
6691,RIC,MEDIUM,British Grand Prix,2022,0,10.0,2.0,10.0,12.0,95.509,0.1389999999999958,-33.337,0.19230769230769232,0.0,0
6692,RIC,MEDIUM,British Grand Prix,2022,0,11.0,2.0,11.0,10.0,95.713,0.20399999999999352,-33.13300000000001,0.21153846153846154,2.0,0
6693,RIC,MEDIUM,British Grand Prix,2022,0,12.0,2.0,12.0,10.0,95.367,-0.3459999999999894,-33.479,0.23076923076923078,0.0,0
6694,RIC,MEDIUM,British Grand Prix,2022,0,13.0,2.0,13.0,10.0,95.247,-0.12000000000000455,-33.599000000000004,0.25,0.0,0
6695,RIC,MEDIUM,British Grand Prix,2022,0,14.0,2.0,14.0,10.0,95.289,0.04200000000000159,-33.557,0.2692307692307692,0.0,0
6696,RIC,MEDIUM,British Grand Prix,2022,0,15.0,2.0,15.0,10.0,95.303,0.013999999999995794,-33.543000000000006,0.28846153846153844,0.0,0
6697,RIC,MEDIUM,British Grand Prix,2022,0,16.0,2.0,16.0,10.0,95.571,0.2680000000000007,-33.275000000000006,0.3076923076923077,0.0,0
6698,RIC,MEDIUM,British Grand Prix,2022,0,17.0,2.0,17.0,10.0,95.289,-0.2819999999999965,-33.557,0.3269230769230769,0.0,0
6699,RIC,MEDIUM,British Grand Prix,2022,0,18.0,2.0,18.0,10.0,95.56,0.2710000000000008,-33.286,0.34615384615384615,0.0,0
